mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.37555880546569825,0.019855500315039548,0.02756037712097168,0.012166957713556135,3,7,50,"{'max_depth': 3, 'max_features': 7, 'n_estimators': 50}",0.7987301587301587,0.6516402116402117,0.721989966555184,0.7364130434782609,0.7549122073578596,0.732737117552335,0.04806773954799468,32
1.1144057273864747,0.10264057858051849,0.06092414855957031,0.020502687425991383,3,7,150,"{'max_depth': 3, 'max_features': 7, 'n_estimators': 150}",0.801058201058201,0.6651851851851852,0.7330685618729097,0.7462374581939799,0.7504180602006689,0.739193493302189,0.04362933615022523,17
0.038790559768676756,0.012299385972184638,0.022933435440063477,0.015750039510849165,3,15,3,"{'max_depth': 3, 'max_features': 15, 'n_estimators': 3}",0.7505820105820106,0.5924867724867725,0.7141513377926422,0.6784071906354514,0.7052675585284282,0.688178974005061,0.05312853763730024,95
0.0860562801361084,0.014301042526621186,0.026848506927490235,0.016563821405292323,3,15,5,"{'max_depth': 3, 'max_features': 15, 'n_estimators': 5}",0.7503703703703705,0.6183068783068784,0.7371446488294314,0.6908444816053512,0.7342182274247493,0.7061769213073562,0.04827961081213792,82
0.09642601013183594,0.014048757980662395,0.021048259735107423,0.00890543022126062,3,15,10,"{'max_depth': 3, 'max_features': 15, 'n_estimators': 10}",0.7513227513227514,0.6501587301587302,0.7373536789297659,0.6911580267558528,0.7395484949832776,0.7139083364300756,0.037917091521758366,71
0.2420485496520996,0.014744203984657514,0.02069401741027832,0.011129565425352194,3,15,25,"{'max_depth': 3, 'max_features': 15, 'n_estimators': 25}",0.7799999999999999,0.6431746031746032,0.7297240802675585,0.7229306020066889,0.7391304347826086,0.7229919440462919,0.04455671139490021,63
0.46119322776794436,0.030648220189160084,0.02236347198486328,0.004775698824300076,3,15,50,"{'max_depth': 3, 'max_features': 15, 'n_estimators': 50}",0.7955555555555555,0.6535449735449735,0.7359949832775919,0.7188545150501673,0.731814381270903,0.7271528817398382,0.045311864144308475,52
1.2998353481292724,0.10357760994809004,0.0626497745513916,0.025887430322544387,3,15,150,"{'max_depth': 3, 'max_features': 15, 'n_estimators': 150}",0.7928042328042327,0.6626455026455027,0.7366220735785953,0.7345317725752508,0.7416387959866222,0.7336484755180408,0.041507333080189265,31
0.060419464111328126,0.00649111759091612,0.018099308013916016,0.005813667607962068,3,20,3,"{'max_depth': 3, 'max_features': 20, 'n_estimators': 3}",0.7546031746031746,0.6484656084656085,0.7345317725752509,0.6981605351170568,0.7162416387959867,0.7104005459114155,0.03621066470064077,77
0.06387438774108886,0.017413909962852487,0.0222442626953125,0.017118346018304652,3,20,5,"{'max_depth': 3, 'max_features': 20, 'n_estimators': 5}",0.7427513227513227,0.6704761904761906,0.7293060200668896,0.68938127090301,0.7342182274247491,0.7132266063244324,0.028167721453345902,73
